Id,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,fixed acidity
803,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6,7.7
804,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6,8.4
806,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7,8.4
808,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,5,7.4
809,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,6,7.6
810,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5,7.3
811,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6,12.9
813,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4,6.9
814,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6,12.6
819,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5,9.1
820,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5,7
821,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,7,4.9
823,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,6.7
824,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5,7.1
826,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7,7.5
827,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,7.1
830,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4,7.5
831,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,5.9
833,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4,11.6
836,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,6.7
837,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,6.7
838,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7,10.1
841,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,5,6.6
842,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6,10.6
843,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5,7.1
846,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,6.4
847,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6,7.4
848,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,6.4
850,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,9.3
851,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,9.3
853,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,9.3
854,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,9.3
856,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,9.3
857,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7,8.2
858,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7,11.7
860,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,7.2
862,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5,7.5
863,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5,7.2
865,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5,7.2
871,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,5,6.9
872,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4,7.3
875,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7,8.8
877,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,7.7
881,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6,7.6
882,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6,8.4
884,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,8.8
885,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,5,8.9
886,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,6,9
888,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6,6.8
889,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,5,10.7
891,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,7.2
892,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,6,10.1
893,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,7.2
894,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,6,7.2
895,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,7.1
896,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,8.3
897,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,7.1
898,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,8.3
900,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5,8.9
901,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,7.4
902,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,7.4
904,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,6.8
906,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5,7.2
907,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6,6.1
908,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6,7.4
910,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6,9.3
911,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6,9.1
912,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6,10
915,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,8.6
916,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5,5.3
917,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,6.8
918,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,8.4
919,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,8.4
920,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5,9.6
922,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,8.4
924,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,8.6
925,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,8.6
926,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,9.4
927,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4,8.4
928,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,8.6
929,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,8.7
931,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,7.4
932,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6,7.6
934,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,6.6
936,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,8.8
939,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5,6.2
941,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7,9.9
942,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7,10.1
944,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,8.3
946,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7,10.2
947,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,8.3
949,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,8.9
950,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,8.9
951,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,8.3
952,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7,8.2
953,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7,10.2
955,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,5,8.5
956,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,6,9
958,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7,6.4
960,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,8.5
961,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5,7.1
962,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5,6.6
964,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,8.5
967,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,5,8.5
968,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,6,9
971,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,10.4
974,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7,8.8
975,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,7.2
977,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,5,8.4
978,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7,7
980,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,9.1
981,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,5,9.5
982,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,6,7.3
983,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,9.1
985,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,6,7.4
987,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,5,7.1
988,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,7.7
989,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6,9.7
990,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,7.7
991,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,7.1
993,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,7.1
995,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,6,7.7
998,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,6,8.9
999,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,6,6.4
1000,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,7,7.5
1004,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,5,8.2
1005,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,6.8
1006,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,9.1
1007,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7,9.1
1008,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7,8.9
1010,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7,8.9
1011,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6,8.9
1012,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,5,7.7
1013,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6,7.5
1014,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6,8
1016,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,7,8.9
1018,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,8
1019,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5,7
1020,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,11.3
1021,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,11.3
1022,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5,7
1023,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6,8.2
1024,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,7.7
1025,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6,8.6
1026,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6,7.9
1027,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,5,6.4
1029,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,7.7
1032,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,5,8.1
1034,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,6,8.9
1035,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7,10.1
1036,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,7,7.6
1038,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,7,8.7
1039,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,8.9
1041,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6,6.9
1044,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6,6.4
1045,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6,6.9
1046,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,6,7.6
1047,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,7.1
1048,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,6,9.3
1049,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,6,9.3
1051,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5,8.5
1052,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,5,5.6
1053,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7,8.3
1055,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,8.2
1056,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,8.9
1057,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,5,7.6
1058,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7,9.9
1059,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,8.9
1060,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,6,11.6
1061,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,8,9.1
1062,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,6,8
1063,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,6,10.2
1064,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,6,8.2
1065,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6,7.7
1066,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,7,6.6
1067,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,11.1
1069,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,5,8
1070,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7,9.3
1071,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5,7.5
1073,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,6,8
1076,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,6,9.9
1078,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5,8.6
1079,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,7,7.9
1081,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,7,7.9
1082,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,7.2
1083,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,6,8.7
1085,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,5,6.8
1086,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,7,8.5
1087,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,6,7.9
1088,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,11.6
1089,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,11.6
1090,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,8,10
1091,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6,7.9
1092,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,6,7
1093,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,7,9.2
1094,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,6.6
1096,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,6.6
1099,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5,8.6
1100,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6,8.4
1101,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,7.4
1103,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,7.4
1104,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,6,8
1105,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,5,6.3
1107,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,7,9.1
1108,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5,5,8.1
1109,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,6,10.8
1110,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,6,8.3
1111,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,7,5.4
1112,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6,7.9
1114,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,6,5
1115,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,7
1116,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,7
1117,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,7
1118,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6,7.1
1119,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,5,5.6
1120,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8,7.9
1122,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,6,6.3
1125,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7,8.8
1127,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,6,6.3
1128,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,5,10
1130,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,6,9.1
1132,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,7,7.4
1133,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,7,7.2
1134,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,7,8.5
1135,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,6,8
1136,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6,10.4
1138,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,5,7.5
1139,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,6,8.2
1140,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,6,7.3
1141,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,6,8.2
1142,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6,6.9
1143,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6,7
1144,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,5,7.3
1145,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6,8.2
1146,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6,7.8
1147,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,7,10
1148,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6,7.8
1149,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,6,10
1151,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6,6.1
1152,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5,8.3
1153,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6,9.6
1155,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5,8.3
1156,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,7,8.5
1157,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7,5.1
1162,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7,8.5
1164,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5,9
1167,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,7,8.2
1168,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6,6.5
1169,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,6,7.6
1170,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,6,9.2
1172,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6,9.7
1173,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,7.6
1174,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,7.6
1175,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,6,6.5
1176,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,4,6.5
1178,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,5,5.6
1179,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6,8.2
1181,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,5,9.8
1183,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,5,6.8
1184,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,6.7
1188,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,6.7
1189,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4,8.8
1190,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,6,9.1
1191,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5,6.5
1192,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,7,7.2
1194,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,6,7
1195,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,6,6.2
1197,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,7.7
1198,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,6,7.7
1199,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,7.9
1200,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,7.7
1201,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,7,7.9
1202,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,8,8.6
1203,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,5,9.9
1204,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,7.2
1206,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,7.2
1207,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,5,9.9
1208,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,7.2
1209,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,7,6.2
1210,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6,6.8
1212,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6,6.8
1214,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,6,10.2
